hash,n,m,k,t,n_flips,runtime,file_name,internal_time,num_ones_noisy,num_zeros_noisy,Experiment_File  Name
7684624,100,20,None,500,51,2.735101938,simNo_2-s_10-m_20-n_100-k_84.SC.noisy,0.824959517,243,1757,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7762969,100,20,None,500,44,2.891561747,simNo_2-s_10-m_20-n_100-k_85.SC.noisy,0.979009151,242,1758,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8413201,100,20,None,500,53,2.595711231,simNo_2-s_10-m_20-n_100-k_86.SC.noisy,0.708109140,241,1759,"cmp_algs_None,None,1_11-16-00-20-58.csv"
396248,100,20,None,500,49,3.003529310,simNo_2-s_10-m_20-n_100-k_87.SC.noisy,1.083735466,240,1760,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8230271,100,20,None,500,46,2.909142494,simNo_2-s_10-m_20-n_100-k_88.SC.noisy,1.021669388,239,1761,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6883623,100,20,None,500,39,2.876979351,simNo_2-s_10-m_20-n_100-k_89.SC.noisy,0.971526384,238,1762,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5778207,100,20,None,500,47,2.936504841,simNo_2-s_10-m_20-n_100-k_90.SC.noisy,1.052224874,237,1763,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9129809,100,20,None,500,45,2.574781656,simNo_2-s_10-m_20-n_100-k_91.SC.noisy,0.709044456,236,1764,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4700029,100,20,None,500,40,2.593088150,simNo_2-s_10-m_20-n_100-k_92.SC.noisy,0.692335844,235,1765,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6567011,100,20,None,500,49,2.592181206,simNo_2-s_10-m_20-n_100-k_93.SC.noisy,0.710178852,234,1766,"cmp_algs_None,None,1_11-16-00-20-58.csv"
704129,100,20,None,500,45,2.620252371,simNo_2-s_10-m_20-n_100-k_94.SC.noisy,0.709416151,233,1767,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9561353,100,20,None,500,41,2.945438147,simNo_2-s_10-m_20-n_100-k_95.SC.noisy,1.069445848,232,1768,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2637023,100,20,None,500,62,3.069235563,simNo_2-s_10-m_20-n_100-k_96.SC.noisy,1.166021109,231,1769,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9630883,100,20,None,500,50,2.578466892,simNo_2-s_10-m_20-n_100-k_97.SC.noisy,0.710176945,230,1770,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7259363,100,20,None,500,53,2.979951859,simNo_2-s_10-m_20-n_100-k_98.SC.noisy,1.071954727,229,1771,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8759247,100,20,None,500,55,2.874648094,simNo_2-s_10-m_20-n_100-k_99.SC.noisy,0.998855114,228,1772,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3974276,100,20,None,500,48,3.226212978,simNo_2-s_10-m_20-n_100-k_100.SC.noisy,1.334885359,227,1773,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2059562,100,20,None,500,53,2.624800920,simNo_2-s_10-m_20-n_100-k_101.SC.noisy,0.710324287,226,1774,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9837560,100,20,None,500,61,2.985906839,simNo_2-s_10-m_20-n_100-k_102.SC.noisy,1.095968723,225,1775,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2658597,100,20,None,500,52,2.974608183,simNo_2-s_10-m_20-n_100-k_103.SC.noisy,1.080080509,224,1776,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9650043,100,20,None,500,57,2.563445807,simNo_2-s_10-m_20-n_100-k_104.SC.noisy,0.690543175,223,1777,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3962248,100,20,None,500,46,2.978230715,simNo_2-s_10-m_20-n_100-k_105.SC.noisy,1.070878029,222,1778,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2277460,100,20,None,500,52,2.576810122,simNo_2-s_10-m_20-n_100-k_106.SC.noisy,0.692554951,221,1779,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2033890,100,20,None,500,52,2.676766634,simNo_2-s_10-m_20-n_100-k_107.SC.noisy,0.805485487,220,1780,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7984805,100,20,None,500,59,2.871018887,simNo_2-s_10-m_20-n_100-k_108.SC.noisy,0.974332094,219,1781,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8890468,100,20,None,500,6,2.547945499,simNo_3-s_10-m_20-n_100-k_10.SC.noisy,0.685251236,357,1643,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9698753,100,20,None,500,3,2.582246304,simNo_3-s_10-m_20-n_100-k_11.SC.noisy,0.683955431,356,1644,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8062124,100,20,None,500,8,2.666588068,simNo_3-s_10-m_20-n_100-k_12.SC.noisy,0.808676481,355,1645,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9547868,100,20,None,500,7,2.600561619,simNo_3-s_10-m_20-n_100-k_13.SC.noisy,0.697961569,354,1646,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1598056,100,20,None,500,9,2.574960232,simNo_3-s_10-m_20-n_100-k_14.SC.noisy,0.705013275,353,1647,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7390201,100,20,None,500,10,2.590590477,simNo_3-s_10-m_20-n_100-k_15.SC.noisy,0.688843966,352,1648,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8444627,100,20,None,500,11,2.581185341,simNo_3-s_10-m_20-n_100-k_16.SC.noisy,0.704092026,351,1649,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2625280,100,20,None,500,11,2.606448650,simNo_3-s_10-m_20-n_100-k_17.SC.noisy,0.700586081,350,1650,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3695903,100,20,None,500,14,2.916452169,simNo_3-s_10-m_20-n_100-k_18.SC.noisy,1.010167837,349,1651,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9774779,100,20,None,500,13,2.988524675,simNo_3-s_10-m_20-n_100-k_19.SC.noisy,1.108917952,348,1652,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2116502,100,20,None,500,14,3.219139814,simNo_3-s_10-m_20-n_100-k_20.SC.noisy,1.313509464,347,1653,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6507571,100,20,None,500,14,2.575120211,simNo_3-s_10-m_20-n_100-k_21.SC.noisy,0.689615488,346,1654,"cmp_algs_None,None,1_11-16-00-20-58.csv"
234304,100,20,None,500,14,2.732972622,simNo_3-s_10-m_20-n_100-k_22.SC.noisy,0.824496984,345,1655,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2387572,100,20,None,500,14,2.879586935,simNo_3-s_10-m_20-n_100-k_23.SC.noisy,0.995399237,344,1656,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6807411,100,20,None,500,13,2.582891941,simNo_3-s_10-m_20-n_100-k_24.SC.noisy,0.704744577,343,1657,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1870130,100,20,None,500,17,3.013201952,simNo_3-s_10-m_20-n_100-k_25.SC.noisy,1.112474442,342,1658,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1251044,100,20,None,500,16,3.076114893,simNo_3-s_10-m_20-n_100-k_26.SC.noisy,1.179632425,341,1659,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6986889,100,20,None,500,16,2.613219023,simNo_3-s_10-m_20-n_100-k_27.SC.noisy,0.702611923,340,1660,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7132951,100,20,None,500,17,2.595754385,simNo_3-s_10-m_20-n_100-k_28.SC.noisy,0.710316181,339,1661,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7144009,100,20,None,500,20,2.913127422,simNo_3-s_10-m_20-n_100-k_29.SC.noisy,1.003611803,338,1662,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2185918,100,20,None,500,19,3.019854546,simNo_3-s_10-m_20-n_100-k_30.SC.noisy,1.127765656,337,1663,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8148344,100,20,None,500,19,2.932146549,simNo_3-s_10-m_20-n_100-k_31.SC.noisy,1.007742167,336,1664,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1930831,100,20,None,500,16,2.563262701,simNo_3-s_10-m_20-n_100-k_32.SC.noisy,0.693116665,335,1665,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3162458,100,20,None,500,15,2.608989716,simNo_3-s_10-m_20-n_100-k_33.SC.noisy,0.698957443,334,1666,"cmp_algs_None,None,1_11-16-00-20-58.csv"
141831,100,20,None,500,19,2.725205421,simNo_3-s_10-m_20-n_100-k_34.SC.noisy,0.821464777,333,1667,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3449064,100,20,None,500,23,2.568880081,simNo_3-s_10-m_20-n_100-k_35.SC.noisy,0.682750463,332,1668,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1126579,100,20,None,500,26,3.086991787,simNo_3-s_10-m_20-n_100-k_36.SC.noisy,1.177234888,331,1669,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1756917,100,20,None,500,28,2.837494373,simNo_3-s_10-m_20-n_100-k_37.SC.noisy,0.968218088,330,1670,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5271895,100,20,None,500,30,3.026130438,simNo_3-s_10-m_20-n_100-k_38.SC.noisy,1.127729893,329,1671,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4395750,100,20,None,500,28,3.312121153,simNo_3-s_10-m_20-n_100-k_39.SC.noisy,1.441896200,328,1672,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9199286,100,20,None,500,29,2.885734558,simNo_3-s_10-m_20-n_100-k_40.SC.noisy,1.007583141,327,1673,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3041341,100,20,None,500,29,2.833236694,simNo_3-s_10-m_20-n_100-k_41.SC.noisy,0.928259134,326,1674,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4570908,100,20,None,500,26,2.897575855,simNo_3-s_10-m_20-n_100-k_42.SC.noisy,1.014971733,325,1675,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2866053,100,20,None,500,25,2.718301296,simNo_3-s_10-m_20-n_100-k_43.SC.noisy,0.818378448,324,1676,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7910415,100,20,None,500,25,2.878386974,simNo_3-s_10-m_20-n_100-k_44.SC.noisy,0.999516487,323,1677,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1157251,100,20,None,500,31,3.043599367,simNo_3-s_10-m_20-n_100-k_45.SC.noisy,1.145264149,322,1678,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3871075,100,20,None,500,30,2.856788635,simNo_3-s_10-m_20-n_100-k_46.SC.noisy,0.991517305,321,1679,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2423932,100,20,None,500,30,2.880802870,simNo_3-s_10-m_20-n_100-k_47.SC.noisy,0.979845524,320,1680,"cmp_algs_None,None,1_11-16-00-20-58.csv"
994964,100,20,None,500,30,2.877486944,simNo_3-s_10-m_20-n_100-k_48.SC.noisy,0.992998600,319,1681,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5678210,100,20,None,500,31,3.039668560,simNo_3-s_10-m_20-n_100-k_49.SC.noisy,1.125237465,318,1682,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8113510,100,20,None,500,32,3.033930063,simNo_3-s_10-m_20-n_100-k_50.SC.noisy,1.129354715,317,1683,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6725722,100,20,None,500,33,2.571816206,simNo_3-s_10-m_20-n_100-k_51.SC.noisy,0.692611456,316,1684,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7306929,100,20,None,500,38,2.821013927,simNo_3-s_10-m_20-n_100-k_52.SC.noisy,0.925558329,315,1685,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8705520,100,20,None,500,35,7.982032299,simNo_3-s_10-m_20-n_100-k_53.SC.noisy,6.089626551,314,1686,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6390207,100,20,None,500,32,3.006991148,simNo_3-s_10-m_20-n_100-k_54.SC.noisy,1.107281446,313,1687,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9987514,100,20,None,500,41,3.920683622,simNo_3-s_10-m_20-n_100-k_55.SC.noisy,2.041164875,312,1688,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2345909,100,20,None,500,36,2.557511568,simNo_3-s_10-m_20-n_100-k_56.SC.noisy,0.689412117,311,1689,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1419907,100,20,None,500,35,2.616480350,simNo_3-s_10-m_20-n_100-k_57.SC.noisy,0.702187538,310,1690,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4951051,100,20,None,500,31,3.991663694,simNo_3-s_10-m_20-n_100-k_58.SC.noisy,2.115761280,309,1691,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4898016,100,20,None,500,38,2.708398342,simNo_3-s_10-m_20-n_100-k_59.SC.noisy,0.815523386,308,1692,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9871486,100,20,None,500,31,2.566194773,simNo_3-s_10-m_20-n_100-k_60.SC.noisy,0.691535473,307,1693,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3764875,100,20,None,500,36,2.867731810,simNo_3-s_10-m_20-n_100-k_61.SC.noisy,0.962754965,306,1694,"cmp_algs_None,None,1_11-16-00-20-58.csv"
612515,100,20,None,500,37,3.160796642,simNo_3-s_10-m_20-n_100-k_62.SC.noisy,1.288218260,305,1695,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9303549,100,20,None,500,38,2.623992682,simNo_3-s_10-m_20-n_100-k_63.SC.noisy,0.709721327,304,1696,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8422013,100,20,None,500,37,3.872131586,simNo_3-s_10-m_20-n_100-k_64.SC.noisy,2.000074625,303,1697,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8344264,100,20,None,500,40,3.814582586,simNo_3-s_10-m_20-n_100-k_65.SC.noisy,1.903986931,302,1698,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8716060,100,20,None,500,47,3.023215771,simNo_3-s_10-m_20-n_100-k_66.SC.noisy,1.128045082,301,1699,"cmp_algs_None,None,1_11-16-00-20-58.csv"
666217,100,20,None,500,46,2.547040224,simNo_3-s_10-m_20-n_100-k_67.SC.noisy,0.682715654,300,1700,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1266872,100,20,None,500,43,2.898275614,simNo_3-s_10-m_20-n_100-k_68.SC.noisy,0.990138531,299,1701,"cmp_algs_None,None,1_11-16-00-20-58.csv"
3013316,100,20,None,500,49,3.076196194,simNo_3-s_10-m_20-n_100-k_69.SC.noisy,1.188391685,298,1702,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1199204,100,20,None,500,45,8.305598259,simNo_3-s_10-m_20-n_100-k_70.SC.noisy,6.397410154,297,1703,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5767572,100,20,None,500,46,2.699767113,simNo_3-s_10-m_20-n_100-k_71.SC.noisy,0.823135614,296,1704,"cmp_algs_None,None,1_11-16-00-20-58.csv"
803757,100,20,None,500,43,2.579700470,simNo_3-s_10-m_20-n_100-k_72.SC.noisy,0.701487064,295,1705,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5456324,100,20,None,500,49,3.671117306,simNo_3-s_10-m_20-n_100-k_73.SC.noisy,1.763668299,294,1706,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1087969,100,20,None,500,39,2.573544502,simNo_3-s_10-m_20-n_100-k_74.SC.noisy,0.694609880,293,1707,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5200446,100,20,None,500,48,2.928895950,simNo_3-s_10-m_20-n_100-k_75.SC.noisy,1.027770758,292,1708,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8070518,100,20,None,500,47,2.718197584,simNo_3-s_10-m_20-n_100-k_76.SC.noisy,0.844537735,291,1709,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1515420,100,20,None,500,46,2.940415859,simNo_3-s_10-m_20-n_100-k_77.SC.noisy,1.031311989,290,1710,"cmp_algs_None,None,1_11-16-00-20-58.csv"
831021,100,20,None,500,51,2.844066381,simNo_3-s_10-m_20-n_100-k_78.SC.noisy,0.965694427,289,1711,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4154851,100,20,None,500,47,2.939987659,simNo_3-s_10-m_20-n_100-k_79.SC.noisy,1.029557467,288,1712,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6321432,100,20,None,500,45,2.688555956,simNo_3-s_10-m_20-n_100-k_80.SC.noisy,0.811635017,287,1713,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5754719,100,20,None,500,49,2.863919020,simNo_3-s_10-m_20-n_100-k_81.SC.noisy,0.952792406,286,1714,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2799814,100,20,None,500,46,2.607605457,simNo_3-s_10-m_20-n_100-k_82.SC.noisy,0.700235128,285,1715,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5632806,100,20,None,500,48,3.783909559,simNo_3-s_10-m_20-n_100-k_83.SC.noisy,1.900589943,284,1716,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6234501,100,20,None,500,52,3.088207245,simNo_3-s_10-m_20-n_100-k_84.SC.noisy,1.169144869,283,1717,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4525594,100,20,None,500,54,3.061960220,simNo_3-s_10-m_20-n_100-k_85.SC.noisy,1.176646709,282,1718,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4776080,100,20,None,500,58,7.963693619,simNo_3-s_10-m_20-n_100-k_86.SC.noisy,6.048860312,281,1719,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9074164,100,20,None,500,48,2.579842567,simNo_3-s_10-m_20-n_100-k_87.SC.noisy,0.702730417,280,1720,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4819996,100,20,None,500,54,2.941457033,simNo_3-s_10-m_20-n_100-k_88.SC.noisy,1.079011917,279,1721,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2864687,100,20,None,500,52,2.582388163,simNo_3-s_10-m_20-n_100-k_89.SC.noisy,0.686063290,278,1722,"cmp_algs_None,None,1_11-16-00-20-58.csv"
158413,100,20,None,500,53,2.980799198,simNo_3-s_10-m_20-n_100-k_90.SC.noisy,1.110275507,277,1723,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4981504,100,20,None,500,56,2.579149961,simNo_3-s_10-m_20-n_100-k_91.SC.noisy,0.686547041,276,1724,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5852663,100,20,None,500,56,2.588068962,simNo_3-s_10-m_20-n_100-k_92.SC.noisy,0.705982924,275,1725,"cmp_algs_None,None,1_11-16-00-20-58.csv"
6545167,100,20,None,500,64,2.701034069,simNo_3-s_10-m_20-n_100-k_93.SC.noisy,0.802738428,274,1726,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9085544,100,20,None,500,56,2.959782839,simNo_3-s_10-m_20-n_100-k_94.SC.noisy,1.086315393,273,1727,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4441268,100,20,None,500,60,2.587872982,simNo_3-s_10-m_20-n_100-k_95.SC.noisy,0.686083794,272,1728,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5539369,100,20,None,500,57,2.978003263,simNo_3-s_10-m_20-n_100-k_96.SC.noisy,1.107237816,271,1729,"cmp_algs_None,None,1_11-16-00-20-58.csv"
5972882,100,20,None,500,66,3.019794226,simNo_3-s_10-m_20-n_100-k_97.SC.noisy,1.123444557,270,1730,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2987449,100,20,None,500,63,2.611767054,simNo_3-s_10-m_20-n_100-k_98.SC.noisy,0.707047939,269,1731,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9580609,100,20,None,500,62,2.975277424,simNo_3-s_10-m_20-n_100-k_99.SC.noisy,1.091125011,268,1732,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1376699,100,20,None,500,64,2.611711264,simNo_3-s_10-m_20-n_100-k_100.SC.noisy,0.702799082,267,1733,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9410035,100,20,None,500,60,3.045219421,simNo_3-s_10-m_20-n_100-k_101.SC.noisy,1.171468019,266,1734,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8734817,100,20,None,500,64,2.912855148,simNo_3-s_10-m_20-n_100-k_102.SC.noisy,1.005503178,265,1735,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9933353,100,20,None,500,71,2.715120554,simNo_3-s_10-m_20-n_100-k_103.SC.noisy,0.837090254,264,1736,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4981311,100,20,None,500,63,3.912590504,simNo_3-s_10-m_20-n_100-k_104.SC.noisy,2.040221691,263,1737,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9510697,100,20,None,500,74,3.031271696,simNo_3-s_10-m_20-n_100-k_105.SC.noisy,1.127346039,262,1738,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1152868,100,20,None,500,60,3.053954840,simNo_3-s_10-m_20-n_100-k_106.SC.noisy,1.182577372,261,1739,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7677490,100,20,None,500,65,2.585571766,simNo_3-s_10-m_20-n_100-k_107.SC.noisy,0.687731028,260,1740,"cmp_algs_None,None,1_11-16-00-20-58.csv"
2506343,100,20,None,500,69,2.673147440,simNo_3-s_10-m_20-n_100-k_108.SC.noisy,0.797213316,259,1741,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7475978,100,20,None,500,68,3.013104916,simNo_3-s_10-m_20-n_100-k_109.SC.noisy,1.109829664,258,1742,"cmp_algs_None,None,1_11-16-00-20-58.csv"
1123488,100,20,None,500,67,8.837999344,simNo_3-s_10-m_20-n_100-k_110.SC.noisy,6.960797548,257,1743,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9293569,100,20,None,500,66,2.732729197,simNo_3-s_10-m_20-n_100-k_111.SC.noisy,0.832168579,256,1744,"cmp_algs_None,None,1_11-16-00-20-58.csv"
7802053,100,20,None,500,77,3.087262630,simNo_3-s_10-m_20-n_100-k_112.SC.noisy,1.202301264,255,1745,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9126082,100,20,None,500,77,3.166006088,simNo_3-s_10-m_20-n_100-k_113.SC.noisy,1.259639740,254,1746,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9053193,100,20,None,500,66,3.008635759,simNo_3-s_10-m_20-n_100-k_114.SC.noisy,1.117156506,253,1747,"cmp_algs_None,None,1_11-16-00-20-58.csv"
796556,100,20,None,500,68,4.010847092,simNo_3-s_10-m_20-n_100-k_115.SC.noisy,2.135348797,252,1748,"cmp_algs_None,None,1_11-16-00-20-58.csv"
8284611,100,20,None,500,67,2.592780828,simNo_3-s_10-m_20-n_100-k_116.SC.noisy,0.685330868,251,1749,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4957816,100,20,None,500,74,3.075063705,simNo_3-s_10-m_20-n_100-k_117.SC.noisy,1.196663141,250,1750,"cmp_algs_None,None,1_11-16-00-20-58.csv"
382380,100,20,None,500,71,2.904260635,simNo_3-s_10-m_20-n_100-k_118.SC.noisy,0.990231276,249,1751,"cmp_algs_None,None,1_11-16-00-20-58.csv"
9822711,100,20,None,500,63,2.856531858,simNo_3-s_10-m_20-n_100-k_119.SC.noisy,0.963541746,248,1752,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4069135,100,20,None,500,68,2.964794397,simNo_3-s_10-m_20-n_100-k_120.SC.noisy,1.093989372,247,1753,"cmp_algs_None,None,1_11-16-00-20-58.csv"
4810564,100,20,None,500,74,3.216765881,simNo_3-s_10-m_20-n_100-k_121.SC.noisy,1.307982206,246,1754,"cmp_algs_None,None,1_11-16-00-20-58.csv"
